,Year,Round,Region Number,Region Name,Seed,Score,Team,Team.1,Score.1,Seed.1,Pointdiff,Winner,Champs,MM19,,Seed,Matchup,Champs
834,1998,1,2,West,8,81,Tennessee,Illinois St,82,9,1,2,0,Yes (1),,8,9,0
835,1998,1,3,Midwest,1,110,Kansas,Prairie View,52,16,58,1,0,Yes (1),,1,16,0
836,1998,1,3,Midwest,2,95,Purdue,Delaware,56,15,39,1,0,Yes (1),,2,15,0
837,1998,1,3,Midwest,3,67,Stanford,College of Charleston,57,14,10,1,0,No,,3,14,0
838,1998,1,3,Midwest,4,69,Ole Miss,Valparaiso,70,13,1,2,0,No,,4,13,0
839,1998,1,3,Midwest,5,87,TCU,Florida St,96,12,9,2,0,No,,5,12,0
840,1998,1,3,Midwest,6,72,Clemson,Western Michigan,75,11,3,2,0,No,,6,11,0
841,1998,1,3,Midwest,7,64,St Johns,Detroit,66,10,2,2,0,No,,7,10,0
842,1998,1,3,Midwest,8,97,Rhode Island,Murray St,74,9,23,1,0,No,,8,9,0
843,1998,1,4,South,1,99,Duke,Radford,63,16,36,1,0,Yes (1),,1,16,0
844,1998,1,4,South,2,82,Kentucky,South Carolina St,67,15,15,1,0,Yes (1),,2,15,0
845,1998,1,4,South,3,80,Michigan,Davidson,61,14,19,1,0,Yes (1),,3,14,0
846,1998,1,4,South,4,79,New Mexico,Butler,62,13,17,1,0,No,,4,13,0
847,1998,1,4,South,5,63,Syracuse,Iona,61,12,2,1,0,Yes (1),,5,12,0
848,1998,1,4,South,6,65,UCLA,Miami,62,11,3,1,0,No,,6,11,0
849,1998,1,4,South,7,46,Massachusetts,St Louis,51,10,5,2,0,Yes (2),,7,10,0
850,1998,1,4,South,8,74,Oklahoma St,George Washington,59,9,15,1,0,No,,8,9,0
851,1998,2,1,East,1,93,North Carolina,Charlotte,83,8,10,1,0,Yes (1),,1,8,0
852,1998,2,1,East,2,78,Connecticut,Indiana,68,7,10,1,0,No,,2,7,0
853,1998,2,1,East,14,66,Richmond,Washington,87,11,21,2,0,Yes (2),,14,11,0
854,1998,2,1,East,4,63,Michigan St,Princeton,56,5,7,1,0,Yes (1),,4,5,0
855,1998,2,2,West,1,82,Arizona,Illinois St,49,9,33,1,0,Yes (1),,1,9,0
856,1998,2,2,West,2,74,Cincinnati,West Virginia,75,10,1,2,0,Yes (1),,2,10,0
857,1998,2,2,West,3,75,Utah,Arkansas,69,6,6,1,0,No,,3,6,0
858,1998,2,2,West,4,67,Maryland,Illinois,61,5,6,1,0,Yes (1),,4,5,0
859,1998,2,3,Midwest,1,75,Kansas,Rhode Island,80,8,5,2,0,Yes (1),,1,8,0
860,1998,2,3,Midwest,2,80,Purdue,Detroit,65,10,15,1,0,Yes (1),,2,10,0
861,1998,2,3,Midwest,3,83,Stanford,Western Michigan,65,11,18,1,0,No,,3,11,0
862,1998,2,3,Midwest,13,83,Valparaiso,Florida St,77,12,6,1,0,No,,13,12,0
863,1998,2,4,South,1,79,Duke,Oklahoma St,73,8,6,1,0,Yes (1),,1,8,0
864,1998,2,4,South,2,88,Kentucky,St Louis,61,10,27,1,0,Yes (1),,2,10,0
865,1998,2,4,South,3,82,Michigan,UCLA,85,6,3,2,0,Yes (1),,3,6,0
866,1998,2,4,South,4,46,New Mexico,Syracuse,56,5,10,2,0,Yes (2),,4,5,0
867,1998,3,1,East,1,73,North Carolina,Michigan St,58,4,15,1,0,Yes (1),,1,4,0
868,1998,3,1,East,2,75,Connecticut,Washington,74,11,1,1,0,Yes (2),,2,11,0
869,1998,3,2,West,1,87,Arizona,Maryland,79,4,8,1,0,Yes (1),,1,4,0
870,1998,3,2,West,10,62,West Virginia,Utah,65,3,3,2,0,No,,10,3,0
871,1998,3,3,Midwest,8,74,Rhode Island,Valparaiso,68,13,6,1,0,No,,8,13,0
872,1998,3,3,Midwest,2,59,Purdue,Stanford,67,3,8,2,0,Yes (1),,2,3,0
873,1998,3,4,South,1,80,Duke,Syracuse,67,5,13,1,0,Yes (1),,1,5,0
874,1998,3,4,South,2,94,Kentucky,UCLA,68,6,26,1,0,Yes (1),,2,6,0
875,1998,4,1,East,1,75,North Carolina,Connecticut,64,2,11,1,0,Yes (1),,1,2,0
876,1998,4,2,West,1,51,Arizona,Utah,76,3,25,2,0,Yes (1),,1,3,0
877,1998,4,3,Midwest,8,77,Rhode Island,Stanford,79,3,2,2,0,No,,8,3,0
878,1998,4,4,South,1,84,Duke,Kentucky,86,2,2,2,0,Yes (1),,1,2,0
879,1998,5,1,Final Four,1,59,North Carolina,Utah,65,3,6,2,0,Yes (1),,1,3,0
880,1998,5,2,Final Four,3,85,Stanford,Kentucky,86,2,1,2,0,Yes (2),,3,2,0
881,1998,6,1,Championship,3,69,Utah,Kentucky,78,2,9,3,2,Yes (2),,3,2,2
882,1999,1,1,East,1,99,Duke,Florida A&M,58,16,41,1,0,Yes (1),,1,16,0
883,1999,1,1,East,2,75,Miami,Lafayette,54,15,21,1,0,No,,2,15,0
884,1999,1,1,East,3,72,Cincinnati,George Mason,48,14,24,1,0,Yes (1),,3,14,0
885,1999,1,1,East,4,62,Tennessee,Delaware,52,13,10,1,0,Yes (1),,4,13,0
886,1999,1,1,East,5,32,Wisconsin,Southwest Missouri St,43,12,11,2,0,Yes (1),,5,12,0
887,1999,1,1,East,6,61,Temple,Kent St,54,11,7,1,0,No,,6,11,0
888,1999,1,1,East,7,54,Texas,Purdue,58,10,4,2,0,Yes (2),,7,10,0
889,1999,1,1,East,8,53,College of Charleston,Tulsa,62,9,9,2,0,No,,8,9,0
890,1999,1,2,Midwest,1,76,Michigan St,Mount St Marys,53,16,23,1,0,Yes (1),,1,16,0
891,1999,1,2,Midwest,2,80,Utah,Arkansas St,58,15,22,1,0,No,,2,15,0
892,1999,1,2,Midwest,3,82,Kentucky,New Mexico St,60,14,22,1,0,Yes (1),,3,14,0
893,1999,1,2,Midwest,4,60,Arizona,Oklahoma,61,13,1,2,0,Yes (1),,4,13,0
894,1999,1,2,Midwest,5,81,Charlotte,Rhode Island,70,12,11,1,0,No,,5,12,0
895,1999,1,2,Midwest,6,95,Kansas,Evansville,74,11,21,1,0,Yes (1),,6,11,0
896,1999,1,2,Midwest,7,58,Washington,Miami Ohio,59,10,1,2,0,Yes (1),,7,10,0
897,1999,1,2,Midwest,8,70,Villanova,Ole Miss,72,9,2,2,0,Yes (1),,8,9,0
898,1999,1,3,South,1,80,Auburn,Winthrop,41,16,39,1,0,Yes (1),,1,16,0
899,1999,1,3,South,2,82,Maryland,Valparaiso,60,15,22,1,0,Yes (1),,2,15,0
900,1999,1,3,South,3,69,St Johns,Samford,43,14,26,1,0,No,,3,14,0
901,1999,1,3,South,4,72,Ohio St,Murray St,58,13,14,1,0,Yes (1),,4,13,0
902,1999,1,3,South,5,53,UCLA,Detroit,56,12,3,2,0,No,,5,12,0
903,1999,1,3,South,6,108,Indiana,George Washington,88,11,20,1,0,No,,6,11,0
904,1999,1,3,South,7,58,Louisville,Creighton,62,10,4,2,0,Yes (1),,7,10,0
905,1999,1,3,South,8,61,Syracuse,Oklahoma St,69,9,8,2,0,Yes (1),,8,9,0
906,1999,1,4,West,1,91,Connecticut,Texas San Antonio,66,16,25,1,0,No,,1,16,0
907,1999,1,4,West,2,69,Stanford,Alcorn St,57,15,12,1,0,No,,2,15,0
908,1999,1,4,West,3,74,North Carolina,Weber St,76,14,2,2,0,Yes (1),,3,14,0
909,1999,1,4,West,4,94,Arkansas,Siena,80,13,14,1,0,No,,4,13,0
910,1999,1,4,West,5,77,Iowa,UAB,64,12,13,1,0,Yes (1),,5,12,0
911,1999,1,4,West,6,75,Florida,Pennsylvania,61,11,14,1,0,Yes (1),,6,11,0
912,1999,1,4,West,7,63,Minnesota,Gonzaga,75,10,12,2,0,Yes (1),,7,10,0
913,1999,1,4,West,8,59,Missouri,New Mexico,61,9,2,2,0,No,,8,9,0
914,1999,2,1,East,1,97,Duke,Tulsa,56,9,41,1,0,Yes (1),,1,9,0
915,1999,2,1,East,2,63,Miami,Purdue,73,10,10,2,0,Yes (2),,2,10,0
916,1999,2,1,East,3,54,Cincinnati,Temple,64,6,10,2,0,Yes (1),,3,6,0
917,1999,2,1,East,4,51,Tennessee,Southwest Missouri St,81,12,30,2,0,Yes (1),,4,12,0
918,1999,2,2,Midwest,1,74,Michigan St,Ole Miss,66,9,8,1,0,Yes (1),,1,9,0
919,1999,2,2,Midwest,2,58,Utah,Miami Ohio,66,10,8,2,0,No,,2,10,0
920,1999,2,2,Midwest,3,92,Kentucky,Kansas,88,6,4,1,0,Yes (1),,3,6,0
921,1999,2,2,Midwest,13,85,Oklahoma,Charlotte,72,5,13,1,0,Yes (1),,13,5,0
922,1999,2,3,South,1,81,Auburn,Oklahoma St,74,9,7,1,0,Yes (1),,1,9,0
923,1999,2,3,South,2,75,Maryland,Creighton,62,10,13,1,0,Yes (1),,2,10,0
924,1999,2,3,South,3,86,St Johns,Indiana,61,6,25,1,0,No,,3,6,0
925,1999,2,3,South,4,75,Ohio St,Detroit,44,12,31,1,0,Yes (1),,4,12,0
926,1999,2,4,West,1,78,Connecticut,New Mexico,56,9,22,1,0,No,,1,9,0
927,1999,2,4,West,2,74,Stanford,Gonzaga,82,10,8,2,0,Yes (2),,2,10,0
928,1999,2,4,West,14,74,Weber St,Florida,82,6,8,2,0,Yes (2),,14,6,0
929,1999,2,4,West,4,72,Arkansas,Iowa,82,5,10,2,0,Yes (2),,4,5,0
930,1999,3,1,East,1,78,Duke,Southwest Missouri St,61,12,17,1,0,Yes (1),,1,12,0
931,1999,3,1,East,10,55,Purdue,Temple,77,6,22,2,0,Yes (1),,10,6,0
932,1999,3,2,Midwest,1,54,Michigan St,Oklahoma,46,13,8,1,0,Yes (1),,1,13,0
933,1999,3,2,Midwest,10,43,Miami Ohio,Kentucky,58,3,15,2,0,Yes (2),,10,3,0
934,1999,3,3,South,1,64,Auburn,Ohio St,72,4,8,2,0,Yes (1),,1,4,0
935,1999,3,3,South,2,62,Maryland,St Johns,76,3,14,2,0,Yes (1),,2,3,0
936,1999,3,4,West,1,78,Connecticut,Iowa,68,5,10,1,0,Yes (2),,1,5,0
937,1999,3,4,West,10,73,Gonzaga,Florida,72,6,1,1,0,Yes (1),,10,6,0
938,1999,4,1,East,1,85,Duke,Temple,64,6,21,1,0,Yes (1),,1,6,0
939,1999,4,2,Midwest,1,73,Michigan St,Kentucky,66,3,7,1,0,Yes (1),,1,3,0
940,1999,4,3,South,4,77,Ohio St,St Johns,74,3,3,1,0,Yes (1),,4,3,0
941,1999,4,4,West,1,67,Connecticut,Gonzaga,62,10,5,1,0,Yes (2),,1,10,0
942,1999,5,1,Final Four,1,68,Duke,Michigan St,62,1,6,1,0,Yes (1),,1,1,0
943,1999,5,2,Final Four,4,58,Ohio St,Connecticut,64,1,6,2,0,Yes (1),,4,1,0
944,1999,6,1,Championship,1,74,Duke,Connecticut,77,1,3,3,1,Yes (1),,1,1,1
945,2000,1,1,West,1,71,Arizona,Jackson St,47,16,24,1,0,Yes (1),,1,16,0
946,2000,1,1,West,2,61,St Johns,Northern Arizona,56,15,5,1,0,No,,2,15,0
947,2000,1,1,West,3,74,Oklahoma,Winthrop,50,14,24,1,0,Yes (1),,3,14,0
948,2000,1,1,West,4,64,LSU,Southeast Missouri St,61,13,3,1,0,Yes (1),,4,13,0
949,2000,1,1,West,5,77,Texas,Indiana St,61,12,16,1,0,No,,5,12,0
950,2000,1,1,West,6,62,Purdue,Dayton,61,11,1,1,0,Yes (1),,6,11,0
951,2000,1,1,West,7,66,Louisville,Gonzaga,77,10,11,2,0,Yes (1),,7,10,0
952,2000,1,1,West,8,66,Wisconsin,Fresno St,56,9,10,1,0,Yes (1),,8,9,0
953,2000,1,2,Midwest,1,65,Michigan St,Valparaiso,38,16,27,1,0,Yes (1),,1,16,0
954,2000,1,2,Midwest,2,88,Iowa St,Central Connecticut St,78,15,10,1,0,Yes (1),,2,15,0
955,2000,1,2,Midwest,3,74,Maryland,Iona,59,14,15,1,0,Yes (1),,3,14,0
956,2000,1,2,Midwest,4,79,Syracuse,Samford,65,13,14,1,0,Yes (1),,4,13,0
957,2000,1,2,Midwest,5,85,Kentucky,St Bonaventure,80,12,5,1,0,Yes (1),,5,12,0
958,2000,1,2,Midwest,6,65,UCLA,Ball St,57,11,8,1,0,No,,6,11,0
959,2000,1,2,Midwest,7,72,Auburn,Creighton,69,10,3,1,0,Yes (1),,7,10,0
960,2000,1,2,Midwest,8,48,Utah,St Louis,45,9,3,1,0,Yes (2),,8,9,0
961,2000,1,3,East,1,82,Duke,Lamar,55,16,27,1,0,Yes (1),,1,16,0
962,2000,1,3,East,2,73,Temple,Lafayette,47,15,26,1,0,No,,2,15,0
963,2000,1,3,East,3,86,Oklahoma St,Hofstra,66,14,20,1,0,No,,3,14,0
964,2000,1,3,East,4,68,Illinois,Pennsylvania,48,13,20,1,0,No,,4,13,0
965,2000,1,3,East,5,69,Florida,Butler,68,12,1,1,0,Yes (1),,5,12,0
966,2000,1,3,East,6,57,Indiana,Pepperdine,77,11,20,2,0,No,,6,11,0
967,2000,1,3,East,7,71,Oregon,Seton Hall,72,10,1,2,0,Yes (1),,7,10,0
968,2000,1,3,East,8,81,Kansas,DePaul,77,9,4,1,0,Yes (1),,8,9,0
969,2000,1,4,South,1,84,Stanford,South Carolina St,65,16,19,1,0,No,,1,16,0
970,2000,1,4,South,2,64,Cincinnati,UNC Wilmington,47,15,17,1,0,Yes (1),,2,15,0
971,2000,1,4,South,3,87,Ohio St,Appalachian St,61,14,26,1,0,Yes (1),,3,14,0
972,2000,1,4,South,4,63,Tennessee,Louisiana Lafayette,58,13,5,1,0,Yes (1),,4,13,0
973,2000,1,4,South,5,75,Connecticut,Utah St,67,12,8,1,0,Yes (2),,5,12,0
974,2000,1,4,South,6,75,Miami,Arkansas,71,11,4,1,0,No,,6,11,0
975,2000,1,4,South,7,89,Tulsa,UNLV,62,10,27,1,0,No,,7,10,0
976,2000,1,4,South,8,84,North Carolina,Missouri,70,9,14,1,0,Yes (1),,8,9,0
977,2000,2,1,West,1,58,Arizona,Wisconsin,66,8,8,2,0,Yes (1),,1,8,0
978,2000,2,1,West,2,76,St Johns,Gonzaga,82,10,6,2,0,Yes (2),,2,10,0
979,2000,2,1,West,3,62,Oklahoma,Purdue,66,6,4,2,0,Yes (1),,3,6,0
980,2000,2,1,West,4,72,LSU,Texas,67,5,5,1,0,Yes (1),,4,5,0
981,2000,2,2,Midwest,1,73,Michigan St,Utah,61,8,12,1,0,Yes (1),,1,8,0
982,2000,2,2,Midwest,2,79,Iowa St,Auburn,60,7,19,1,0,Yes (1),,2,7,0
983,2000,2,2,Midwest,3,62,Maryland,UCLA,105,6,43,2,0,Yes (1),,3,6,0
984,2000,2,2,Midwest,4,52,Syracuse,Kentucky,50,5,2,1,0,Yes (1),,4,5,0
985,2000,2,3,East,1,69,Duke,Kansas,64,8,5,1,0,Yes (1),,1,8,0
986,2000,2,3,East,2,65,Temple,Seton Hall,67,10,2,2,0,Yes (2),,2,10,0
987,2000,2,3,East,3,75,Oklahoma St,Pepperdine,67,11,8,1,0,No,,3,11,0
988,2000,2,3,East,4,73,Illinois,Florida,93,5,20,2,0,Yes (2),,4,5,0
989,2000,2,4,South,1,53,Stanford,North Carolina,60,8,7,2,0,Yes (2),,1,8,0
990,2000,2,4,South,2,61,Cincinnati,Tulsa,69,7,8,2,0,Yes (1),,2,7,0
991,2000,2,4,South,3,62,Ohio St,Miami,75,6,13,2,0,Yes (1),,3,6,0
992,2000,2,4,South,4,65,Tennessee,Connecticut,51,5,14,1,0,Yes (1),,4,5,0
993,2000,3,1,West,8,61,Wisconsin,LSU,48,4,13,1,0,Yes (1),,8,4,0
994,2000,3,1,West,10,66,Gonzaga,Purdue,75,6,9,2,0,Yes (1),,10,6,0
995,2000,3,2,Midwest,1,75,Michigan St,Syracuse,58,4,17,1,0,Yes (1),,1,4,0
996,2000,3,2,Midwest,2,80,Iowa St,UCLA,56,6,24,1,0,Yes (1),,2,6,0
997,2000,3,3,East,1,78,Duke,Florida,87,5,9,2,0,Yes (1),,1,5,0
998,2000,3,3,East,10,66,Seton Hall,Oklahoma St,68,3,2,2,0,Yes (1),,10,3,0
999,2000,3,4,South,8,74,North Carolina,Tennessee,69,4,5,1,0,Yes (1),,8,4,0
1000,2000,3,4,South,7,80,Tulsa,Miami,71,6,9,1,0,No,,7,6,0
1001,2000,4,1,West,8,64,Wisconsin,Purdue,60,6,4,1,0,Yes (1),,8,6,0
1002,2000,4,2,Midwest,1,75,Michigan St,Iowa St,64,2,11,1,0,Yes (1),,1,2,0
1003,2000,4,3,East,5,77,Florida,Oklahoma St,65,3,12,1,0,Yes (1),,5,3,0
1004,2000,4,4,South,8,59,North Carolina,Tulsa,55,7,4,1,0,Yes (1),,8,7,0
1005,2000,5,1,Final Four,8,41,Wisconsin,Michigan St,53,1,12,2,0,Yes (1),,8,1,0
1006,2000,5,2,Final Four,5,71,Florida,North Carolina,59,8,12,1,0,Yes (1),,5,8,0
1007,2000,6,1,Championship,1,89,Michigan St,Florida,76,5,13,4,1,Yes (1),,1,5,1
1008,2001,1,1,Midwest,1,96,Illinois,Northwestern St,54,16,42,1,0,No,,1,16,0
1009,2001,1,1,Midwest,2,101,Arizona,Eastern Illinois,76,15,25,1,0,Yes (1),,2,15,0
1010,2001,1,1,Midwest,3,72,Ole Miss,Iona,70,14,2,1,0,Yes (2),,3,14,0
1011,2001,1,1,Midwest,4,99,Kansas,Cal St Northridge,75,13,24,1,0,Yes (1),,4,13,0
1012,2001,1,1,Midwest,5,79,Syracuse,Hawaii,69,12,10,1,0,Yes (1),,5,12,0
1013,2001,1,1,Midwest,6,83,Notre Dame,Xavier,71,11,12,1,0,No,,6,11,0
1014,2001,1,1,Midwest,7,63,Wake Forest,Butler,79,10,16,2,0,No,,7,10,0
1015,2001,1,1,Midwest,8,63,Tennessee,Charlotte,70,9,7,2,0,Yes (1),,8,9,0
1016,2001,1,2,South,1,69,Michigan St,Alabama St,35,16,34,1,0,Yes (1),,1,16,0
1017,2001,1,2,South,2,70,North Carolina,Princeton,48,15,22,1,0,Yes (1),,2,15,0
1018,2001,1,2,South,3,69,Florida,Western Kentucky,56,14,13,1,0,Yes (1),,3,14,0
1019,2001,1,2,South,4,68,Oklahoma,Indiana St,70,13,2,2,0,Yes (1),,4,13,0
1020,2001,1,2,South,5,85,Virginia,Gonzaga,86,12,1,2,0,Yes (1),,5,12,0
1021,2001,1,2,South,6,65,Texas,Temple,79,11,14,2,0,No,,6,11,0
1022,2001,1,2,South,7,69,Penn St,Providence,59,10,10,1,0,No,,7,10,0
1023,2001,1,2,South,8,70,California,Fresno St,82,9,12,2,0,No,,8,9,0
1024,2001,1,3,East,1,95,Duke,Monmouth,52,16,43,1,0,Yes (1),,1,16,0
1025,2001,1,3,East,2,72,Kentucky,Holy Cross,68,15,4,1,0,Yes (1),,2,15,0
1026,2001,1,3,East,3,68,Boston College,Southern Utah,65,14,3,1,0,No,,3,14,0
1027,2001,1,3,East,4,61,UCLA,Hofstra,48,13,13,1,0,No,,4,13,0
1028,2001,1,3,East,5,68,Ohio St,Utah St,77,12,9,2,0,Yes (1),,5,12,0
1029,2001,1,3,East,6,69,USC,Oklahoma St,54,11,15,1,0,No,,6,11,0
1030,2001,1,3,East,7,69,Iowa,Creighton,56,10,13,1,0,Yes (1),,7,10,0
1031,2001,1,3,East,8,68,Georgia,Missouri,70,9,2,2,0,No,,8,9,0
1032,2001,1,4,West,1,89,Stanford,UNC Greensboro,60,16,29,1,0,No,,1,16,0
1033,2001,1,4,West,2,57,Iowa St,Hampton,58,15,1,2,0,Yes (1),,2,15,0
1034,2001,1,4,West,3,83,Maryland,George Mason,80,14,3,1,0,Yes (1),,3,14,0
1035,2001,1,4,West,4,73,Indiana,Kent St,77,13,4,2,0,No,,4,13,0
1036,2001,1,4,West,5,84,Cincinnati,BYU,59,12,25,1,0,Yes (1),,5,12,0
1037,2001,1,4,West,6,49,Wisconsin,Georgia St,50,11,1,2,0,Yes (1),,6,11,0
1038,2001,1,4,West,7,61,Arkansas,Georgetown,63,10,2,2,0,No,,7,10,0
1039,2001,1,4,West,8,62,Georgia Tech,St Josephs,66,9,4,2,0,No,,8,9,0
1040,2001,2,1,Midwest,1,79,Illinois,Charlotte,61,9,18,1,0,No,,1,9,0
1041,2001,2,1,Midwest,2,73,Arizona,Butler,52,10,21,1,0,Yes (1),,2,10,0
1042,2001,2,1,Midwest,3,59,Ole Miss,Notre Dame,56,6,3,1,0,No,,3,6,0
1043,2001,2,1,Midwest,4,87,Kansas,Syracuse,58,5,29,1,0,Yes (1),,4,5,0
1044,2001,2,2,South,1,81,Michigan St,Fresno St,65,9,16,1,0,Yes (1),,1,9,0
1045,2001,2,2,South,2,74,North Carolina,Penn St,82,7,8,2,0,Yes (1),,2,7,0
1046,2001,2,2,South,3,54,Florida,Temple,75,11,21,2,0,Yes (1),,3,11,0
1047,2001,2,2,South,13,68,Indiana St,Gonzaga,85,12,17,2,0,Yes (2),,13,12,0
1048,2001,2,3,East,1,94,Duke,Missouri,81,9,13,1,0,Yes (1),,1,9,0
1049,2001,2,3,East,2,92,Kentucky,Iowa,79,7,13,1,0,Yes (1),,2,7,0
1050,2001,2,3,East,3,71,Boston College,USC,74,6,3,2,0,No,,3,6,0
1051,2001,2,3,East,4,75,UCLA,Utah St,50,12,25,1,0,Yes (2),,4,12,0
1052,2001,2,4,West,1,90,Stanford,St Josephs,83,9,7,1,0,No,,1,9,0
1053,2001,2,4,West,15,57,Hampton,Georgetown,76,10,19,2,0,No,,15,10,0
1054,2001,2,4,West,3,79,Maryland,Georgia St,60,11,19,1,0,Yes (1),,3,11,0
1055,2001,2,4,West,13,43,Kent St,Cincinnati,66,5,23,2,0,Yes (2),,13,5,0
1056,2001,3,1,Midwest,1,80,Illinois,Kansas,64,4,16,1,0,Yes (2),,1,4,0
1057,2001,3,1,Midwest,2,66,Arizona,Ole Miss,56,3,10,1,0,Yes (1),,2,3,0
1058,2001,3,2,South,1,77,Michigan St,Gonzaga,62,12,15,1,0,Yes (1),,1,12,0
1059,2001,3,2,South,7,72,Penn St,Temple,84,11,12,2,0,No,,7,11,0
1060,2001,3,3,East,1,76,Duke,UCLA,63,4,13,1,0,Yes (1),,1,4,0
1061,2001,3,3,East,2,76,Kentucky,USC,80,6,4,2,0,Yes (1),,2,6,0
1062,2001,3,4,West,1,78,Stanford,Cincinnati,65,5,13,1,0,Yes (2),,1,5,0
1063,2001,3,4,West,10,66,Georgetown,Maryland,76,3,10,2,0,Yes (2),,10,3,0
1064,2001,4,1,Midwest,1,81,Illinois,Arizona,87,2,6,2,0,Yes (2),,1,2,0
1065,2001,4,2,South,1,69,Michigan St,Temple,62,11,7,1,0,Yes (1),,1,11,0
1066,2001,4,3,East,1,79,Duke,USC,69,6,10,1,0,Yes (1),,1,6,0
1067,2001,4,4,West,1,73,Stanford,Maryland,87,3,14,2,0,Yes (2),,1,3,0
1068,2001,5,1,Final Four,2,80,Arizona,Michigan St,61,1,19,1,0,Yes (1),,2,1,0
1069,2001,5,2,Final Four,1,95,Duke,Maryland,84,3,11,1,0,Yes (1),,1,3,0
1070,2001,6,1,Championship,2,72,Arizona,Duke,82,1,10,3,1,Yes (1),,2,1,1
1071,2002,1,1,South,1,84,Duke,Winthrop,37,16,47,1,0,Yes (1),,1,16,0
1072,2002,1,1,South,2,86,Alabama,Florida Atlantic,78,15,8,1,0,No,,2,15,0
1073,2002,1,1,South,3,71,Pittsburgh,Central Connecticut St,54,14,17,1,0,No,,3,14,0
1074,2002,1,1,South,4,89,USC,UNC Wilmington,93,13,4,2,0,No,,4,13,0
1075,2002,1,1,South,5,75,Indiana,Utah,56,12,19,1,0,No,,5,12,0
1076,2002,1,1,South,6,82,California,Pennsylvania,75,11,7,1,0,No,,6,11,0
1077,2002,1,1,South,7,61,Oklahoma St,Kent St,69,10,8,2,0,No,,7,10,0
1078,2002,1,1,South,8,82,Notre Dame,Charlotte,63,9,19,1,0,No,,8,9,0
1079,2002,1,2,West,1,90,Cincinnati,Boston University,52,16,38,1,0,Yes (1),,1,16,0
1080,2002,1,2,West,2,71,Oklahoma,Illinois Chicago,63,15,8,1,0,Yes (1),,2,15,0
1081,2002,1,2,West,3,86,Arizona,Santa Barbara,81,14,5,1,0,Yes (1),,3,14,0
1082,2002,1,2,West,4,69,Ohio St,Davidson,64,13,5,1,0,Yes (1),,4,13,0
1083,2002,1,2,West,5,80,Miami,Missouri,93,12,13,2,0,No,,5,12,0
1084,2002,1,2,West,6,66,Gonzaga,Wyoming,73,11,7,2,0,Yes (1),,6,11,0
1085,2002,1,2,West,7,70,Xavier,Hawaii,58,10,12,1,0,No,,7,10,0
1086,2002,1,2,West,8,80,UCLA,Ole Miss,58,9,22,1,0,No,,8,9,0
1087,2002,1,3,East,1,85,Maryland,Siena,70,16,15,1,0,Yes (1),,1,16,0
1088,2002,1,3,East,2,78,Connecticut,Hampton,67,15,11,1,0,No,,2,15,0
1089,2002,1,3,East,3,85,Georgia,Murray St,68,14,17,1,0,No,,3,14,0
1090,2002,1,3,East,4,83,Kentucky,Valparaiso,68,13,15,1,0,Yes (1),,4,13,0
1091,2002,1,3,East,5,69,Marquette,Tulsa,71,12,2,2,0,Yes (1),,5,12,0
1092,2002,1,3,East,6,68,Texas Tech,Southern Illinois,76,11,8,2,0,Yes (1),,6,11,0
1093,2002,1,3,East,7,69,NC State,Michigan St,58,10,11,1,0,Yes (2),,7,10,0
1094,2002,1,3,East,8,80,Wisconsin,St Johns,70,9,10,1,0,Yes (1),,8,9,0
1095,2002,1,4,Midwest,1,70,Kansas,Holy Cross,59,16,11,1,0,Yes (1),,1,16,0
1096,2002,1,4,Midwest,2,81,Oregon,Montana,62,15,19,1,0,Yes (1),,2,15,0
1097,2002,1,4,Midwest,3,70,Mississippi St,McNeese St,58,14,12,1,0,Yes (1),,3,14,0
1098,2002,1,4,Midwest,4,93,Illinois,San Diego St,64,13,29,1,0,No,,4,13,0
1099,2002,1,4,Midwest,5,82,Florida,Creighton,83,12,1,2,0,Yes (1),,5,12,0
1100,2002,1,4,Midwest,6,70,Texas,Boston College,57,11,13,1,0,No,,6,11,0
1101,2002,1,4,Midwest,7,83,Wake Forest,Pepperdine,74,10,9,1,0,No,,7,10,0
1102,2002,1,4,Midwest,8,84,Stanford,Western Kentucky,68,9,16,1,0,No,,8,9,0
1103,2002,2,1,South,1,84,Duke,Notre Dame,77,8,7,1,0,Yes (1),,1,8,0
1104,2002,2,1,South,2,58,Alabama,Kent St,71,10,13,2,0,No,,2,10,0
1105,2002,2,1,South,3,63,Pittsburgh,California,50,6,13,1,0,No,,3,6,0
1106,2002,2,1,South,13,67,UNC Wilmington,Indiana,76,5,9,2,0,No,,13,5,0
1107,2002,2,2,West,1,101,Cincinnati,UCLA,105,8,4,2,0,Yes (1),,1,8,0
1108,2002,2,2,West,2,78,Oklahoma,Xavier,65,7,13,1,0,Yes (1),,2,7,0
1109,2002,2,2,West,3,68,Arizona,Wyoming,60,11,8,1,0,Yes (1),,3,11,0
1110,2002,2,2,West,4,67,Ohio St,Missouri,83,12,16,2,0,Yes (1),,4,12,0
1111,2002,2,3,East,1,87,Maryland,Wisconsin,57,8,30,1,0,Yes (1),,1,8,0
1112,2002,2,3,East,2,77,Connecticut,NC State,74,7,3,1,0,No,,2,7,0
1113,2002,2,3,East,3,75,Georgia,Southern Illinois,77,11,2,2,0,No,,3,11,0
1114,2002,2,3,East,4,87,Kentucky,Tulsa,82,12,5,1,0,Yes (1),,4,12,0
1115,2002,2,4,Midwest,1,86,Kansas,Stanford,63,8,23,1,0,Yes (1),,1,8,0
